,lot_lotsize1,lot_lotsize2,lot_pooltype,area_blockNum,area_subdname,area_taxcodearea,address_line1,address_locality,address_postal2,address_postal3,location_accuracy,location_geoIdV4_CO,summary_proptype,summary_propertyType,summary_yearbuilt,summary_propIndicator,utilities_heatingtype,building_size_bldgsize,building_size_grosssize,building_size_grosssizeadjusted,building_size_livingsize,building_size_sizeInd,building_size_universalsize,building_rooms_bathsfull,building_rooms_bathstotal,building_interior_bsmtsize,building_interior_bsmttype,building_interior_fplcind,building_interior_fplctype,building_construction_constructiontype,building_construction_roofcover,building_construction_roofShape,building_construction_wallType,building_parking_garagetype,building_parking_prkgSize,building_parking_prkgSpaces,building_parking_prkgType,building_summary_archStyle,building_summary_bldgType,building_summary_imprType,building_summary_levels,building_summary_quality,building_summary_storyDesc,building_summary_viewCode,sale_amount_saletranstype,sale_amount_saleamt,sale_calculation_pricepersizeunit
555,0.35,4500,POOL,5,Subdivision 0,TX2,1455 Main St,City5,ZIP2-55,ZIP3-5,ROOFTOP,CO455,Condo,Residential,1955,Y,Electric,1910,2110,2010,1860,Actual,1960,4,3.0,500.0,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,255.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,555000.0,105.0
556,0.4,4600,NO POOL,6,Subdivision 1,TX0,1456 Main St,City6,ZIP2-56,ZIP3-6,ROOFTOP,CO456,Single Family,Residential,1956,Y,Gas,1912,2112,2012,1862,Actual,1962,2,2.5,0.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,256.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,556000.0,106.0
557,0.45,4700,POOL,7,Subdivision 2,TX1,1457 Main St,City7,ZIP2-57,ZIP3-7,ROOFTOP,CO457,Condo,Residential,1957,Y,Electric,1914,2114,2014,1864,Actual,1964,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,257.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,557000.0,107.0
558,0.5,4800,NO POOL,8,Subdivision 3,TX2,1458 Main St,City8,ZIP2-58,ZIP3-8,ROOFTOP,CO458,Single Family,Residential,1958,Y,Electric,1916,2116,2016,1866,Actual,1966,4,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,258.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,558000.0,108.0
559,0.55,4900,POOL,9,Subdivision 4,TX0,1459 Main St,City9,ZIP2-59,ZIP3-9,ROOFTOP,CO459,Condo,Residential,1959,Y,Gas,1918,2118,2018,1868,Actual,1968,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,259.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,559000.0,109.0
560,0.1,5000,NO POOL,0,Subdivision 0,TX1,1460 Main St,City0,ZIP2-60,ZIP3-10,ROOFTOP,CO460,Single Family,Residential,1960,N,Electric,1920,2120,2020,1870,Actual,1970,3,2.5,0.0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,260.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,560000.0,110.0
561,0.15,5100,POOL,1,Subdivision 1,TX2,1461 Main St,City1,ZIP2-61,ZIP3-11,ROOFTOP,CO461,Condo,Residential,1961,Y,Electric,1922,2122,2022,1872,Actual,1972,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,261.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,561000.0,111.0
562,0.2,5200,NO POOL,2,Subdivision 2,TX0,1462 Main St,City2,ZIP2-62,ZIP3-12,ROOFTOP,CO462,Single Family,Residential,1962,Y,Gas,1924,2124,2024,1874,Actual,1974,2,2.5,500.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,262.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,562000.0,112.0
563,0.25,5300,POOL,3,Subdivision 3,TX1,1463 Main St,City3,ZIP2-63,ZIP3-13,ROOFTOP,CO463,Condo,Residential,1963,Y,Electric,1926,2126,2026,1876,Actual,1976,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,263.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,563000.0,113.0
564,0.3,5400,NO POOL,4,Subdivision 4,TX2,1464 Main St,City4,ZIP2-64,ZIP3-14,ROOFTOP,CO464,Single Family,Residential,1964,Y,Electric,1928,2128,2028,1878,Actual,1978,4,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,264.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,564000.0,114.0
565,0.35,5500,POOL,5,Subdivision 0,TX0,1465 Main St,City5,ZIP2-65,ZIP3-15,ROOFTOP,CO465,Condo,Residential,1965,Y,Gas,1930,2130,2030,1880,Actual,1980,2,3.0,500.0,Finished,Y,Gas,Frame,Asphalt,Gable,Siding,Attached,265.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,565000.0,115.0
566,0.4,5600,NO POOL,6,Subdivision 1,TX1,1466 Main St,City6,ZIP2-66,ZIP3-16,ROOFTOP,CO466,Single Family,Residential,1966,Y,Electric,1932,2132,2032,1882,Actual,1982,3,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,266.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,566000.0,116.0
567,0.45,5700,POOL,7,Subdivision 2,TX2,1467 Main St,City7,ZIP2-67,ZIP3-17,ROOFTOP,CO467,Condo,Residential,1967,Y,Electric,1934,2134,2034,1884,Actual,1984,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,267.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,567000.0,117.0
568,0.5,5800,NO POOL,8,Subdivision 3,TX0,1468 Main St,City8,ZIP2-68,ZIP3-18,ROOFTOP,CO468,Single Family,Residential,1968,Y,Gas,1936,2136,2036,1886,Actual,1986,2,2.5,0.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,268.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,568000.0,118.0
569,0.55,5900,POOL,9,Subdivision 4,TX1,1469 Main St,City9,ZIP2-69,ZIP3-19,ROOFTOP,CO469,Condo,Residential,1969,Y,Electric,1938,2138,2038,1888,Actual,1988,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,269.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,569000.0,119.0
570,0.1,6000,NO POOL,0,Subdivision 0,TX2,1470 Main St,City0,ZIP2-70,ZIP3-20,ROOFTOP,CO470,Single Family,Residential,1970,N,Electric,1940,2140,2040,1890,Actual,1990,4,2.5,500.0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,270.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,570000.0,120.0
571,0.15,6100,POOL,1,Subdivision 1,TX0,1471 Main St,City1,ZIP2-71,ZIP3-21,ROOFTOP,CO471,Condo,Residential,1971,Y,Gas,1942,2142,2042,1892,Actual,1992,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,271.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,571000.0,121.0
572,0.2,6200,NO POOL,2,Subdivision 2,TX1,1472 Main St,City2,ZIP2-72,ZIP3-22,ROOFTOP,CO472,Single Family,Residential,1972,Y,Electric,1944,2144,2044,1894,Actual,1994,3,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,272.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,572000.0,122.0
573,0.25,6300,POOL,3,Subdivision 3,TX2,1473 Main St,City3,ZIP2-73,ZIP3-23,ROOFTOP,CO473,Condo,Residential,1973,Y,Electric,1946,2146,2046,1896,Actual,1996,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,273.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,573000.0,123.0
574,0.3,6400,NO POOL,4,Subdivision 4,TX0,1474 Main St,City4,ZIP2-74,ZIP3-24,ROOFTOP,CO474,Single Family,Residential,1974,Y,Gas,1948,2148,2048,1898,Actual,1998,2,2.5,500.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,274.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,574000.0,124.0
575,0.35,6500,POOL,5,Subdivision 0,TX1,1475 Main St,City5,ZIP2-75,ZIP3-25,ROOFTOP,CO475,Condo,Residential,1975,Y,Electric,1950,2150,2050,1900,Actual,2000,3,3.0,500.0,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,275.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,575000.0,125.0
576,0.4,6600,NO POOL,6,Subdivision 1,TX2,1476 Main St,City6,ZIP2-76,ZIP3-26,ROOFTOP,CO476,Single Family,Residential,1976,Y,Electric,1952,2152,2052,1902,Actual,2002,4,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,276.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,576000.0,126.0
577,0.45,6700,POOL,7,Subdivision 2,TX0,1477 Main St,City7,ZIP2-77,ZIP3-27,ROOFTOP,CO477,Condo,Residential,1977,Y,Gas,1954,2154,2054,1904,Actual,2004,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,277.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,577000.0,127.0
578,0.5,6800,NO POOL,8,Subdivision 3,TX1,1478 Main St,City8,ZIP2-78,ZIP3-28,ROOFTOP,CO478,Single Family,Residential,1978,Y,Electric,1956,2156,2056,1906,Actual,2006,3,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,278.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,578000.0,128.0
579,0.55,6900,POOL,9,Subdivision 4,TX2,1479 Main St,City9,ZIP2-79,ZIP3-29,ROOFTOP,CO479,Condo,Residential,1979,Y,Electric,1958,2158,2058,1908,Actual,2008,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,279.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,579000.0,129.0
580,0.1,7000,NO POOL,0,Subdivision 0,TX0,1480 Main St,City0,ZIP2-80,ZIP3-30,ROOFTOP,CO480,Single Family,Residential,1980,N,Gas,1960,2160,2060,1910,Actual,2010,2,2.5,0.0,Finished,Y,Wood,Frame,Asphalt,Gable,Siding,Attached,280.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,580000.0,100.0
581,0.15,7100,POOL,1,Subdivision 1,TX1,1481 Main St,City1,ZIP2-81,ZIP3-31,ROOFTOP,CO481,Condo,Residential,1981,Y,Electric,1962,2162,2062,1912,Actual,2012,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,281.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,581000.0,101.0
582,0.2,7200,NO POOL,2,Subdivision 2,TX2,1482 Main St,City2,ZIP2-82,ZIP3-32,ROOFTOP,CO482,Single Family,Residential,1982,Y,Electric,1964,2164,2064,1914,Actual,2014,4,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,282.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,582000.0,102.0
583,0.25,7300,POOL,3,Subdivision 3,TX0,1483 Main St,City3,ZIP2-83,ZIP3-33,ROOFTOP,CO483,Condo,Residential,1983,Y,Gas,1966,2166,2066,1916,Actual,2016,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,283.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,583000.0,103.0
584,0.3,7400,NO POOL,4,Subdivision 4,TX1,1484 Main St,City4,ZIP2-84,ZIP3-34,ROOFTOP,CO484,Single Family,Residential,1984,Y,Electric,1968,2168,2068,1918,Actual,2018,3,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,284.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,584000.0,104.0
585,0.35,7500,POOL,5,Subdivision 0,TX2,1485 Main St,City5,ZIP2-85,ZIP3-35,ROOFTOP,CO485,Condo,Residential,1985,Y,Electric,1970,2170,2070,1920,Actual,2020,4,3.0,500.0,Unfinished,Y,Gas,Frame,Asphalt,Gable,Siding,Detached,285.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,585000.0,105.0
586,0.4,7600,NO POOL,6,Subdivision 1,TX0,1486 Main St,City6,ZIP2-86,ZIP3-36,ROOFTOP,CO486,Single Family,Residential,1986,Y,Gas,1972,2172,2072,1922,Actual,2022,2,2.5,500.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,286.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,586000.0,106.0
587,0.45,7700,POOL,7,Subdivision 2,TX1,1487 Main St,City7,ZIP2-87,ZIP3-37,ROOFTOP,CO487,Condo,Residential,1987,Y,Electric,1974,2174,2074,1924,Actual,2024,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,287.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,587000.0,107.0
588,0.5,7800,NO POOL,8,Subdivision 3,TX2,1488 Main St,City8,ZIP2-88,ZIP3-38,ROOFTOP,CO488,Single Family,Residential,1988,Y,Electric,1976,2176,2076,1926,Actual,2026,4,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,288.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,588000.0,108.0
589,0.55,7900,POOL,9,Subdivision 4,TX0,1489 Main St,City9,ZIP2-89,ZIP3-39,ROOFTOP,CO489,Condo,Residential,1989,Y,Gas,1978,2178,2078,1928,Actual,2028,2,3.0,500.0,Finished,N,Gas,Frame,Asphalt,Gable,Siding,Attached,289.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,589000.0,109.0
590,0.1,8000,NO POOL,0,Subdivision 0,TX1,1490 Main St,City0,ZIP2-90,ZIP3-40,ROOFTOP,CO490,Single Family,Residential,1990,N,Electric,1980,2180,2080,1930,Actual,2030,3,2.5,500.0,Unfinished,Y,Wood,Frame,Asphalt,Gable,Siding,Detached,290.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,590000.0,110.0
591,0.15,8100,POOL,1,Subdivision 1,TX2,1491 Main St,City1,ZIP2-91,ZIP3-41,ROOFTOP,CO491,Condo,Residential,1991,Y,Electric,1982,2182,2082,1932,Actual,2032,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,291.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,591000.0,111.0
592,0.2,8200,NO POOL,2,Subdivision 2,TX0,1492 Main St,City2,ZIP2-92,ZIP3-42,ROOFTOP,CO492,Single Family,Residential,1992,Y,Gas,1984,2184,2084,1934,Actual,2034,2,2.5,0.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,292.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,592000.0,112.0
593,0.25,8300,POOL,3,Subdivision 3,TX1,1493 Main St,City3,ZIP2-93,ZIP3-43,ROOFTOP,CO493,Condo,Residential,1993,Y,Electric,1986,2186,2086,1936,Actual,2036,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,293.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,593000.0,113.0
594,0.3,8400,NO POOL,4,Subdivision 4,TX2,1494 Main St,City4,ZIP2-94,ZIP3-44,ROOFTOP,CO494,Single Family,Residential,1994,Y,Electric,1988,2188,2088,1938,Actual,2038,4,2.5,500.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,294.0,3,Garage,Ranch,House,TypeA,3,Average,One Story,NONE,Full,594000.0,114.0
595,0.35,8500,POOL,5,Subdivision 0,TX0,1495 Main St,City5,ZIP2-95,ZIP3-45,ROOFTOP,CO495,Condo,Residential,1995,Y,Gas,1990,2190,2090,1940,Actual,2040,2,3.0,500.0,Finished,Y,Gas,Frame,Asphalt,Gable,Siding,Attached,295.0,1,Garage,Colonial,House,TypeA,1,Average,Two Story,NONE,Full,595000.0,115.0
596,0.4,8600,NO POOL,6,Subdivision 1,TX1,1496 Main St,City6,ZIP2-96,ZIP3-46,ROOFTOP,CO496,Single Family,Residential,1996,Y,Electric,1992,2192,2092,1942,Actual,2042,3,2.5,0.0,Unfinished,N,Wood,Frame,Asphalt,Gable,Siding,Detached,296.0,2,Garage,Ranch,House,TypeA,2,Average,One Story,NONE,Full,596000.0,116.0
597,0.45,8700,POOL,7,Subdivision 2,TX2,1497 Main St,City7,ZIP2-97,ZIP3-47,ROOFTOP,CO497,Condo,Residential,1997,Y,Electric,1994,2194,2094,1944,Actual,2044,4,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,297.0,3,Garage,Colonial,House,TypeA,3,Average,Two Story,NONE,Full,597000.0,117.0
598,0.5,8800,NO POOL,8,Subdivision 3,TX0,1498 Main St,City8,ZIP2-98,ZIP3-48,ROOFTOP,CO498,Single Family,Residential,1998,Y,Gas,1996,2196,2096,1946,Actual,2046,2,2.5,500.0,Finished,N,Wood,Frame,Asphalt,Gable,Siding,Attached,298.0,1,Garage,Ranch,House,TypeA,1,Average,One Story,NONE,Full,598000.0,118.0
599,0.55,8900,POOL,9,Subdivision 4,TX1,1499 Main St,City9,ZIP2-99,ZIP3-49,ROOFTOP,CO499,Condo,Residential,1999,Y,Electric,1998,2198,2098,1948,Actual,2048,3,3.0,500.0,Unfinished,N,Gas,Frame,Asphalt,Gable,Siding,Detached,299.0,2,Garage,Colonial,House,TypeA,2,Average,Two Story,NONE,Full,599000.0,119.0
